pmid,title,journal,pubdate,query_families,keyword_domains,priority_score,candidate_status,abstract,abstract_status
26901188,Investigation of the Antiproliferative Properties of Natural Sesquiterpenes from Artemisia asiatica and Onopordum acanthium on HL-60 Cells in Vitro.,International journal of molecular sciences,2016 Feb 17,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes,chemistry,2,title_priority_only,"Plants and plant extracts play a crucial role in the research into novel antineoplastic agents. Four sesquiterpene lactones, artecanin (1), 3β-chloro-4α,10α-dihydroxy-1α,2α-epoxy-5α,7αH-guaia-11(13)-en-12,6α-olide (2), iso-seco-tanapartholide 3-O-methyl ether (3) and 4β,15-dihydro-3-dehydrozaluzanin C (4), were isolated from two traditionally used Asteraceae species (Onopordum acanthium and Artemisia asiatica). When tested for antiproliferative action on HL-60 leukemia cells, these compounds exhibited reasonable IC50 values in the range 3.6-13.5 μM. Treatment with the tested compounds resulted in a cell cycle disturbance characterized by increases in the G1 and G2/M populations, while there was a decrease in the S phase. Additionally, 1-3 elicited increases in the hypodiploid (subG1) population. The compounds elicited concentration-dependent chromatin condensation and disruption of the membrane integrity, as revealed by Hoechst 33258-propidium staining. Treatment for 24 h resulted in significant increases in activity of caspases-3 and -9, indicating that the tested sesquiterpenes induced the mitochondrial pathway of apoptosis. The proapoptotic properties of the sesquiterpene lactones were additionally demonstrated withannexin V staining. Compounds 1 and 2 increased the Bax/Bcl-2 expression and decreased the expressions of CDK1 and cyclin B2, as determined at the mRNA level by means of RT-PCR. These experimental results indicate that sesquiterpene lactones may be regarded as potential starting structures for the development of novel anticancer agents.",retrieved
26909993,Salicylic acid-induced changes in physiological parameters and genes of the flavonoid biosynthesis pathway in Artemisia vulgaris and Dendranthema nankingense during aphid feeding.,Genetics and molecular research : GMR,2016 Feb 19,biosynthesis_genes,genomics,2,title_priority_only,"Phloem-feeding aphids cause serious damage to plants. The mechanisms of plant-aphid interactions are only partially understood and involve multiple pathways, including phytohormones. In order to investigate whether salicylic acid (SA) is involved and how it plays a part in the defense response to the aphid Macrosiphoniella sanbourni, physiological changes and gene expression profiles in response to aphid inoculation with or without SA pretreatment were compared between the aphid-resistant Artemisia vulgaris 'Variegata' and the susceptible chrysanthemum, Dendranthema nankingense. Changes in levels of reactive oxygen species, malondialdehyde (MDA), and flavonoids, and in the expression of genes involved in flavonoid biosynthesis, including PAL (phenylalanine ammonia-lyase), CHS (chalcone synthase), CHI (chalcone isomerase), F3H (flavanone 3-hydroxylase), F3'H (flavanone 3'-hydroxylase), and DFR (dihydroflavonol reductase), were investigated. Levels of hydrogen peroxide, superoxide anions, MDA, and flavonoids, and their related gene expression, increased after aphid infestation and SA pretreatment followed by aphid infestation; the aphid-resistant A. vulgaris exhibited a more rapid response than the aphid-susceptible D. nankingense to SA treatment and aphid infestation. Taken together, our results suggest that SA could be used to increase aphid resistance in the chrysanthemum.",retrieved
26709305,Analysis of the major chiral compounds of Artemisia herba-alba essential oils (EOs) using reconstructed vibrational circular dichroism (VCD) spectra: En route to a VCD chiral signature of EOs.,Analytica chimica acta,2016 Jan 15,terpene_essential_oil;safety,chemistry,2,title_priority_only,"An unprecedented methodology was developed to simultaneously assign the relative percentages of the major chiral compounds and their prevailing enantiomeric form in crude essential oils (EOs). In a first step the infrared (IR) and vibrational circular dichroism (VCD) spectra of the crude essential oils were recorded and in a second step they were modelized as a linear weighted combination of the IR and VCD spectra of the individual spectra of pure enantiomer of the major chiral compounds present in the EOs. The VCD spectra of enantiomer of known enantiomeric excess shall be recorded if they are not yet available in a library of VCD spectra. For IR, the spectra of pure enantiomer or racemic mixture can be used. The full spectra modelizations were performed using a well known and powerful mathematical model (least square estimation: LSE) which resulted in a weighting of each contributing compound. For VCD modelization, the absolute value of each weighting represented the percentage of the associate compound while the attached sign addressed the correctness of the enantiomeric form used to build the model. As an example, a model built with the non-prevailing enantiomer will show a negative sign of the weighting value. For IR spectra modelization, the absolute value of each weighting represented the percentage of the compounds without of course accounting for the chirality of the prevailing enantiomers. Comparison of the weighting values issuing from IR and VCD spectra modelizations is a valuable source of information: if they are identical, the EOs are composed of nearly pure enantiomers, if they are different the chiral compounds of the EOs are not in an optically pure form. The method was applied on four samples of essential oil of Artemisia herba-alba in which the three major compounds namely (-)-α-thujone, (+)-β-thujone and (-)-camphor were found in different proportions as determined by GC-MS and chiral HPLC using polarimetric detector. In order to validate the methodology, the modelization of the VCD spectra was performed on purpose using the individual VCD spectra of (-)-α-thujone, (+)-β-thujone and (+)-camphor instead of (-)-camphor. During this work, the absolute configurations of (-)-α-thujone and (+)-β-thujone were confirmed by comparison of experimental and calculated VCD spectra as being (1S,4R,5R) and (1S,4S,5R) respectively.",retrieved
26696523,Nitric Oxide Inhibitory Dimeric Sesquiterpenoids from Artemisia rupestris.,Journal of natural products,2016 Jan 22,terpene_essential_oil;biosynthesis_genes,chemistry,2,title_priority_only,"Twelve new dimeric sesquiterpenoids (1-12) were isolated from the dried whole plants of Artemisia rupestris. Their structures were determined using MS and NMR data, and the absolute configurations were elucidated on the basis of experimental and calculated ECD spectra. Compounds 1-9 are presumably formed via biocatalyzed [2+2] or [4+2] cycloaddition reactions. Stereoselectivity of the [4+2] Diels-Alder reaction dictated the formation of endo-products. The dimeric sesquiterpenoids exhibited moderate inhibition on NO production stimulated by lipopolysaccharide in BV-2 microglial cells, with IC50 values in the range 17.0-71.8 μM.",retrieved
26476297,Multivariate data analysis and metabolic profiling of artemisinin and related compounds in high yielding varieties of Artemisia annua field-grown in Madagascar.,Journal of pharmaceutical and biomedical analysis,2016 Jan 5,sesquiterpene_lactone;biosynthesis_genes,lactone,2,title_priority_only,An improved liquid chromatography-tandem mass spectrometry (LC-MS/MS) protocol for rapid analysis of co-metabolites of A. annua in raw extracts was developed and extensively characterized. The new method was used to analyse metabolic profiles of 13 varieties of A. annua from an in-field growth programme in Madagascar. Several multivariate data analysis techniques consistently show the association of artemisinin with dihydroartemisinic acid. These data support the hypothesis of dihydroartemisinic acid being the late stage precursor to artemisinin in its biosynthetic pathway.,retrieved
26894818,Anti-inflammatory and blood stasis activities of essential oil extracted from Artemisia argyi leaf in animals.,Journal of natural medicines,2016 Jul,terpene_essential_oil,chemistry,2,title_priority_only,"Artemisia argyi leaf is a well-known species in traditional Chinese medicine. However, the anti-inflammatory and activating blood stasis activities of its essential oil (AAEO) have not been explored in vivo. The present study measured the contents of three chemical components by gas chromatography (GC). The anti-acute inflammatory effects of AAEO were investigated in dimethyl benzene, glacial acetic acid and carrageenan-induced animals through skin administration or by oral gavage, respectively. The effects of AAEO on haemorheology were studied in a rat acute blood stasis model. The contents of eucalyptol, camphor and borneol in AAEO were 254.4, 51.6 and 58.7 mg/g, respectively. All dosages of AAEO by skin administration significantly decreased the swelling in dimethyl benzene-induced ear oedema and carrageenan-induced paw oedema, and reduced the permeability in glacial acetic acid-induced abdominal blood capillary (p < 0.01). Meanwhile, haemorheology indexes such as whole blood viscosity and the erythrocyte aggregation index significantly decreased only in the high dosage group. In addition, the effects of AAEO by oral gavage were weaker than skin administration at the medium dose in the experiments. It suggests that AAEO has better absorption bioavailability and pharmacological effects through skin administration due to the better skin permeability of essential oil than gastrointestinal absorption.",retrieved
27250562,"Artemisinin-based antimalarial research: application of biotechnology to the production of artemisinin, its mode of action, and the mechanism of resistance of Plasmodium parasites.",Journal of natural medicines,2016 Jul,terpene_essential_oil;sesquiterpene_lactone;antiparasitic,lactone;phenotype,2,title_priority_only,"Malaria is a worldwide disease caused by Plasmodium parasites. A sesquiterpene endoperoxide artemisinin isolated from Artemisia annua was discovered and has been accepted for its use in artemisinin-based combinatorial therapies, as the most effective current antimalarial treatment. However, the quantity of this compound produced from the A. annua plant is very low, and the availability of artemisinin is insufficient to treat all infected patients. In addition, the emergence of artemisinin-resistant Plasmodium has been reported recently. Several techniques have been applied to enhance artemisinin availability, and studies related to its mode of action and the mechanism of resistance of malaria-causing parasites are ongoing. In this review, we summarize the application of modern technologies to improve the production of artemisinin, including our ongoing research on artemisinin biosynthetic genes in other Artemisia species. The current understanding of the mode of action of artemisinin as well as the mechanism of resistance against this compound in Plasmodium parasites is also presented. Finally, the current situation of malaria infection and the future direction of antimalarial drug development are discussed.",retrieved
27286334,Vapour and Liquid-Phase Artemisia annua Essential Oil Activities against Several Clinical Strains of Candida.,Planta medica,2016 Jul,terpene_essential_oil;safety,chemistry,2,title_priority_only,"Candida spp. are often the cause of infection in immune-compromised individuals. They are characterized by a strong resistance to antimicrobial drugs and disinfectants. The activity of Artemisia annua essential oil against Candida spp. was determined by vapour contact and microdilution assay. The oil was characterized by the presence of oxygenated monoterpenes (more than 75 % of the constituents), mainly represented by the irregular monoterpene artemisia ketone (ca. 22 %), and the widespread monoterpenes 1,8 cineole (ca. 19 %) and camphor (ca. 17 %). Other representative constituents were artemisia alcohol (5.9 %), α-pinene (5.7 %), and pinocarvone (3.0 %). Thujone, a typical toxic constituent of the Artemisia species, was not detected. The results are reported as minimum inhibitory concentration, minimum fungicidal concentration, and diameter of inhibition zone obtained by the vapour diffusion assay. We tested 10 clinical Candida strains, coming from both clinical samples and international collections. The results show that the antifungal activity of A. annua is influenced by the type of method adopted. The inhibitory action of the essential oil was, in fact, higher in the vapour than in the liquid phase. Our results show an average minimum inhibitory concentration in the liquid phase of 11.88 µL/mL, while in the vapour phase, the growth of all Candida strains tested at a concentration of 2.13 µL/cm(3) was inhibited. A strain of Candida glabrata was found to be less susceptible to the liquid medium than the vapour assay (50 µL/mL vs. 0.64 µL/cm(3), respectively). Candida albicans and Candida dubliniensis were the most susceptible to the vapour test, while Candida parapsilosis was the most resistant.",retrieved
33473501,The complete chloroplast genome sequences of Artemisia gmelinii andArtemisia capillaris (Asteraceae).,"Mitochondrial DNA. Part B, Resources",2016 Jul 6,genomics_phylogenomics,genomics,2,title_priority_only,"In this study, complete chloroplast sequences of Artemisia gmelinii and Artemisia capillaris (the Asteraceae family), which have been used as herbal medicine in Korea, were characterized by de novo assembly with whole-genome sequence data. The genomes of A. gmelinii and A. capillaris were 151,318 bp and 151,056 bp in length, respectively. Both genomes harbored identical number of annotated genes, such as 80 protein coding genes, 4 rRNA genes and 30 tRNA genes. Phylogenetic tree revealed that both A. gmelinii and A. capillaris were closely grouped with other Artemisia species.",retrieved
27251864,Rol genes enhance the biosynthesis of antioxidants in Artemisia carvifolia Buch.,BMC plant biology,2016 Jun 2,biosynthesis_genes,genomics,2,title_priority_only,"BACKGROUND: The secondary metabolites of the Artemisia genus are well known for their important therapeutic properties. This genus is one of the valuable sources of flavonoids and other polyphenols, but due to the low contents of these important metabolites, there is a need to either enhance their concentration in the original plant or seek alternative sources for them. The aim of the current study was to detect and enhance the yield of antioxidant compounds of Artemisia carvifolia Buch. HPLC analysis was performed to detect the antioxidants. With the aim of increasing flavonoid content, Rol gene transgenics of A. carvifolia were established. Two genes of the flavonoid biosynthetic pathway, phenylalanine ammonia-lyase and chalcone synthase, were studied by real time qPCR. Antioxidant potential was determined by performing different antioxidant assays. RESULTS: HPLC analysis of wild-type A. carvifolia revealed the presence of flavonoids such as caffeic acid (30 μg/g DW), quercetin (10 μg/g DW), isoquercetin (400 μg/g DW) and rutin (300 μg/g DW). Compared to the untransformed plants, flavonoid levels increased 1.9-6-fold and 1.6-4-fold in rol B and rol C transgenics, respectively. RT qPCR analysis showed a variable expression of the flavonoid biosynthetic genes, including those encoding phenylalanine ammonia-lyase and chalcone synthase, which were found to be relatively more expressed in transformed than wild-type plants, thus correlating with the metabolite concentration. Methanolic extracts of transgenics showed higher antioxidant capacity, reducing power, and protection against free radical-induced DNA damage. Among the transgenic plants, those harboring rol B were slightly more active than the rol C-transformants. CONCLUSION: As well as demonstrating the effectiveness of rol genes in inducing plant secondary metabolism, this study provides insight into the molecular dynamics of the flavonoid accumulation pattern, which correlated with the expression of biosynthetic genes.",retrieved
33490395,Complete chloroplast genome sequence of Artemisia fukudo Makino (Asteraceae).,"Mitochondrial DNA. Part B, Resources",2016 Jun 20,genomics_phylogenomics,genomics,2,title_priority_only,"In this study, a complete chloroplast genome sequence of Artemisia fukudo (Asteraceae family) was characterized by de novo assembly using whole genome sequence data. The chloroplast genome was 151,011 bp in length, comprising a large single-copy region of 82,751 bp, a small single copy region of 18,348 bp and a pair of inverted repeats of 24,956 bp. The genome contained 80 protein-coding genes, 4 rRNA genes and 30 tRNA genes. Phylogenetic tree revealed that A. fukudo was closely located in other Artemisia species, Artemisia montana and Artemisia frigida.",retrieved
26360801,Expression of β-glucosidase increases trichome density and artemisinin content in transgenic Artemisia annua plants.,Plant biotechnology journal,2016 Mar,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone,2,title_priority_only,"Artemisinin is highly effective against multidrug-resistant strains of Plasmodium falciparum, the aetiological agent of the most severe form of malaria. However, a low level of accumulation of artemisinin in Artemisia annua is a major limitation for its production and delivery to malaria endemic areas of the world. While several strategies to enhance artemisinin have been extensively explored, enhancing storage capacity in trichome has not yet been considered. Therefore, trichome density was increased with the expression of β-glucosidase (bgl1) gene in A. annua through Agrobacterium-mediated transformation. Transgene (bgl1) integration and transcript were confirmed by molecular analysis. Trichome density increased up to 20% in leaves and 66% in flowers of BGL1 transgenic plants than Artemisia control plants. High-performance liquid chromatography, time of flight mass spectrometer data showed that artemisinin content increased up to 1.4% in leaf and 2.56% in flowers (per g DW), similar to the highest yields achieved so far through metabolic engineering. Artemisinin was enhanced up to five-fold in BGL1 transgenic flowers. This study opens the possibility of increasing artemisinin content by manipulating trichomes' density, which is a major reservoir of artemisinin. Combining biosynthetic pathway engineering with enhancing trichome density may further increase artemisinin yield in A. annua. Because oral feeding of Artemisia plant cells reduced parasitemia more efficiently than the purified drug, reduced drug resistance and cost of prohibitively expensive purification process, enhanced expression should play a key role in making this valuable drug affordable to treat malaria in a large global population that disproportionally impacts low-socioeconomic areas and underprivileged children.",retrieved
26858285,Branch Pathway Blocking in Artemisia annua is a Useful Method for Obtaining High Yield Artemisinin.,Plant & cell physiology,2016 Mar,terpene_essential_oil;sesquiterpene_lactone;diterpene_triterpene;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone,2,title_priority_only,"There are many biosynthetic pathways competing for the metabolic flux with the artemisinin biosynthetic pathway in Artemisia annua L. To study the relationship between genes encoding enzymes at branching points and the artemisinin biosynthetic pathway, β-caryophyllene, β-farnesene and squalene were sprayed on young seedlings of A. annua. Transient expression assays indicated that the transcription levels of β-caryophyllene synthase (CPS), β-farnesene synthase (BFS) and squalene synthase (SQS) were inhibited by β-caryophyllene, β-farnesene and squalene, respectively, while expression of some artemisinin biosynthetic pathway genes increased. Thus, inhibition of these genes encoding enzymes at branching points may be helpful to improve the artemisinin content. For further study, the expression levels of four branch pathway genes CPS, BFS, germacrene A synthase (GAS) and SQS were down-regulated by the antisense method in A. annua. In anti-CPS transgenic plants, mRNA levels of BFS and ADS were increased, and the contents of β-farnesene, artemisinin and dihydroartemisinic acid (DHAA) were increased by 212, 77 and 132%, respectively. The expression levels of CPS, SQS, GAS, amorpha-4,11-diene synthase (ADS), amorphadiene 12-hydroxylase (CYP71AV1) and aldehyde dehydrogenase 1 (ALDH1) were increased in anti-BFS transgenic plants and, at the same time, the contents of artemisinin and DHAA were increased by 77% and 54%, respectively, and the content of squalene was increased by 235%. In anti-GAS transgenic plants, mRNA levels of CPS, BFS, ADS and ALDH1 were increased. The contents of artemisinin and DHAA were enhanced by 103% and 130%, respectively. In anti-SQS transgenic plants, the transcription levels of BFS, GAS, CPS, ADS, CYP71AV1 and ALDH1 were all increased. Contents of artemisinin and DHAA were enhanced by 71% and 223%, respectively, while β-farnesene was raised to 123%. The mRNA level of artemisinic aldehyde Δ11(13) reductase (DBR2) had changed little in almost all transgenic plants.",retrieved
26822789,Development of a Specific Monoclonal Antibody for the Quantification of Artemisinin in Artemisia annua and Rat Serum.,Analytical chemistry,2016 Mar 1,terpene_essential_oil;sesquiterpene_lactone;antiparasitic;safety,lactone,2,title_priority_only,"Artemisinin, extracted from Artemisia annua, and its derivatives are important frontline antimalarials. To produce specific antibodies for the detection and quantification of artemisinin, artemisinin was transformed to 9-hydroxyartemisinin by microbial fermentation, which was used to prepare a 9-succinate artemisinin hapten for conjugation with ovalbumin. A monoclonal antibody (mAb), designated as 3H7A10, was selected from hybridoma cell lines which showed high specificity to artemisinin. No competitive inhibition was observed with artesunate, dihydroartemisinin, and artemether for up to 20,000 ng mL(-1). An indirect competitive enzyme-linked immunosorbent assay (icELISA) was developed, which showed a concentration causing 50% of inhibition (IC50) for artemisinin as 2.6 ng mL(-1) and a working range of 0.6-11.5 ng mL(-1). The icELISA was applied for the quantification of artemisinin in crude extracts of wild A. annua and the study of pharmacokinetics of artemisinin in rat serum after intraperitoneal injection. The results were highly correlated with those determined by HPLC-UV analysis (R(2) = 0.9919). In comparison with reported antiartemisinin mAbs which have broad cross-reactivity with other artemisinin derivatives, the high specificity of 3H7A10 for artemisinin will enable development of methods for quantification of artemisinin in Artemisia plants and antimalarial drugs such as Arco and for pharmacokinetic studies.",retrieved
33473468,"The complete chloroplast genome sequence of medicinal plant, Artemisia argyi.","Mitochondrial DNA. Part B, Resources",2016 Mar 29,genomics_phylogenomics,genomics,2,title_priority_only,"Artemisia argyi, called wormwood, is widely distributed in northeastern Asia. The complete chloroplast genome sequence of A. argyi was generated by de novo assembly using whole genome next generation sequences. The complete chloroplast genome sequence of A. argyi is 151 192 bp in size. It is composed of a large single-copy (LSC), a small single-copy (SSC) and two inverted repeat (IR) regions of 82 930 bp, 18 344 bp and 24 959 bp, respectively. Overall GC contents of the genome were 37.46%. The A. argyi chloroplast genome has a total of 114 genes including 80 protein-coding genes, 30 tRNA genes and four rRNA genes. Phylogenetic analysis based on the chloroplast genome demonstrated that A. argyi is most closely related to Artemisia montana.",retrieved
27233360,Proficiencies of Artemisia scoparia against CCl4 induced DNA damages and renal toxicity in rat.,BMC complementary and alternative medicine,2016 May 27,biosynthesis_genes;safety,phenotype,2,title_priority_only,"BACKGROUND: Artemisia scoparia is traditionally used in the local system of medicine in kidney disorders. This study aimed at scrutinizing the nephroprotective prospective of A. scoparia methanol extract against carbon tetrachloride (CCl4) provoked DNA damages and oxidative stress in kidneys of rat. METHODS: Dried aerial parts of A. scoparia were powdered and extracted with methanol to obtain the viscous material (ASM). Sprague Dawley male rats (42) were grouped (7) having 6 rats in each. Group I remained untreated and Group II treated intraperitoneally (i.p) with DMSO + olive oil (1 ml/kg body weight (bw). Rats of Group III - VI were treated with CCl4 (1 ml/kg bw; i.p 30 % v/v in olive oil). Animals of Group IV were co-administered with 100 mg/kg bw of silymarin whereas rats of Group V and VI with 150 mg/kg bw and 300 mg/kg bw of ASM at an interval of 48 h for four weeks. Animals of Group VII were administered with ASM (300 mg/kg bw) alone. DNA damages were investigated with comet assay in renal tissues while the oxidative injuries were estimated in serum and renal tissues. RESULTS: Co-administration of ASM to rats significantly reduced the DNA damages at 300 mg/kg dose as indicated in comet length (40.80 ± 2.60 μm), head length (34.70 ± 2.21 μm), tail length (7.43 ± 1.24 μm) and DNA content in head (88.03 ± 2.27 %) to that of CCl4 for comet length (63.16 ± 2.11 μm), head length (23.29 ± 1.50 μm), tail length (39.21 ± 2.81 μm) and DNA content of head (74.81 ± 2.18 %) in renal cell's nuclei. Increased level of urea, creatinine, bilirubin, blood urea nitrogen whereas decreased concentration of proteins in serum of CCl4 treated animals were restored towards the normal level with co-administration of ASM. CCl4 injection in rats decreased the activity level of CAT, POD, SOD, GST and γ-GT and GSH contents while elevated levels of TBARS, H2O2 and nitrite contents were observed in renal tissues. A noteworthy retrieval of all these parameters and the altered histopathological observations was notified near to the normal values after treatment with both the doses of ASM. CONCLUSION: Results obtained suggested the therapeutic role of ASM in oxidative stress related disorder of kidneys.",retrieved
27142388,Cellular engineering of Artemisia annua and Artemisia dubia with the rol ABC genes for enhanced production of potent anti-malarial drug artemisinin.,Malaria journal,2016 May 4,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;genomics_phylogenomics;antiparasitic,lactone,2,title_priority_only,"BACKGROUND: Malaria is causing more than half of a million deaths and 214 million clinical cases annually. Despite tremendous efforts for the control of malaria, the global morbidity and mortality have not been significantly changed in the last 50 years. Artemisinin, extracted from the medicinal plant Artemisia sp. is an effective anti-malarial drug. In 2015, elucidation of the effectiveness of artemisinin as a potent anti-malarial drug was acknowledged with a Nobel prize. Owing to the tight market and low yield of artemisinin, an economical way to increase its production is to increase its content in Artemisia sp. through different biotechnological approaches including genetic transformation. METHODS: Artemisia annua and Artemisia dubia were transformed with rol ABC genes through Agrobacterium tumefacienes and Agrobacterium rhizogenes methods. The artemisinin content was analysed and compared between transformed and untransformed plants with the help of LC-MS/MS. Expression of key genes [Cytochrome P450 (CYP71AV1), aldehyde dehydrogenase 1 (ALDH1), amorpha-4, 11 diene synthase (ADS)] in the biosynthetic pathway of artemisinin and gene for trichome development and sesquiterpenoid biosynthetic (TFAR1) were measured using Quantitative real time PCR (qRT-PCR). Trichome density was analysed using confocal microscope. RESULTS: Artemisinin content was significantly increased in transformed material of both Artemisia species when compared to un-transformed plants. The artemisinin content within leaves of transformed lines was increased by a factor of nine, indicating that the plant is capable of synthesizing much higher amounts than has been achieved so far through traditional breeding. Expression of all artemisinin biosynthesis genes was significantly increased, although variation between the genes was observed. CYP71AV1 and ALDH1 expression levels were higher than that of ADS. Levels of the TFAR1 expression were also increased in all transgenic lines. Trichome density was also significantly increased in the leaves of transformed plants, but no trichomes were found in control roots or transformed roots. The detection of significantly raised levels of expression of the genes involved in artemisinin biosynthesis in transformed roots correlated with the production of significant amounts of artemisinin in these tissues. This suggests that synthesis is occurring in tissues other than the trichomes, which contradicts previous theories. CONCLUSION: Transformation of Artemisia sp. with rol ABC genes can lead to the increased production of artemisinin, which will help to meet the increasing demand of artemisinin because of its diverse pharmacological and anti-malarial importance.",retrieved
27339275,Root regulation of artemisinin production in Artemisia annua: trichome and metabolite evidence.,Planta,2016 Nov,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone,2,title_priority_only,"Roots of plants with high artemisinin-producing leaves increased leaf production of artemisinin in low-producing plants and vice versa indicating roots are involved in controlling artemisinin biosynthesis in shoots. The anti-malarial sesquiterpene, artemisinin, is produced and stored in glandular trichomes (GLTs) of Artemisia annua. Evidence suggested roots, which produce no significant artemisinin nor precursor compounds, regulate production of artemisinin biosynthesis in the leaves. Using grafting, we studied the relationship between rootstock and scion by measuring GLTs and five artemisinic metabolites (artemisinin, deoxyartemisinin, dihydroartemisinic acid, artemisinic acid, arteannuin B) in scions of ungrafted, self-grafted, and cross-grafted plants among three cultivars: S and 15 both having GLTs with artemisinin at 1.49 and 0.57 %, respectively, and G producing neither GLTs nor detectable artemisinin. All artemisinin-producing self-grafts, e.g., S/S (scion/rootstock) and 15/15, produced more artemisinin than ungrafted plants, likely from grafting stress. S/S grafts also produced more GLTs. The 15/S grafts produced more artemisinin than S/15, suggesting rootstocks from high producing S plants stimulated artemisinin production in 15 scions. S/15 grafts yielded less artemisinin than S/S, but more than either 15/15 or ungrafted n15 and nS; S/15 grafts also had a lower density of GLTs than S/S, suggesting rootstock inhibition of the scion. The S rootstock induced trace artemisinin production in G scions, but did not induce GLT formation in G/S grafts. Different grafts exhibited different trichome morphologies and effects on artemisinic pathway flux. This study provides new information regarding the role of roots in GLT development and artemisinin production in this important medicinal plant.",retrieved
27773616,Compartmentalized Metabolic Engineering for Artemisinin Biosynthesis and Effective Malaria Treatment by Oral Delivery of Plant Cells.,Molecular plant,2016 Nov 7,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone;genomics,2,title_priority_only,"Artemisinin is highly effective against drug-resistant malarial parasites, which affects nearly half of the global population and kills >500 000 people each year. The primary cost of artemisinin is the very expensive process used to extract and purify the drug from Artemisia annua. Elimination of this apparently unnecessary step will make this potent antimalarial drug affordable to the global population living in endemic regions. Here we reported the oral delivery of a non-protein drug artemisinin biosynthesized (∼0.8 mg/g dry weight) at clinically meaningful levels in tobacco by engineering two metabolic pathways targeted to three different cellular compartments (chloroplast, nucleus, and mitochondria). The doubly transgenic lines showed a three-fold enhancement of isopentenyl pyrophosphate, and targeting AACPR, DBR2, and CYP71AV1 to chloroplasts resulted in higher expression and an efficient photo-oxidation of dihydroartemisinic acid to artemisinin. Partially purified extracts from the leaves of transgenic tobacco plants inhibited in vitro growth progression of Plasmodium falciparum-infected red blood cells. Oral feeding of whole intact plant cells bioencapsulating the artemisinin reduced the parasitemia levels in challenged mice in comparison with commercial drug. Such novel synergistic approaches should facilitate low-cost production and delivery of artemisinin and other drugs through metabolic engineering of edible plants.",retrieved
27523085,Lethal and Sublethal Effects of Essential Oils From Artemisia khorassanica and Vitex pseudo-negundo Against Plodia interpunctella (Lepidoptera: Pyralidae).,Environmental entomology,2016 Oct,terpene_essential_oil;safety,chemistry,2,title_priority_only,"Plodia interpunctella (Hübner, 1813) is a polyphagous and key pest of different stored products worldwide. The lethal and sublethal effects of essential oils of Artemisia khorassanica Podl. and Vitex pseudo-negundo (Hausskn) were studied on P. interpunctella The chemical constituents of the essential oils were also assessed using gas chromatography-mass spectrometry. Assays showed that the fumigant toxicity of A. khorassanica (LC50: 9.60 µl/liter air) was higher than V. pseudo-negundo (LC50: 23.05 µl/liter air). Moreover, the speed of mortality caused by A. khorassanica oil (LT50: 2.07 h) was higher than V. pseudo-negundo (LT50: 3.11 h). To assess the sublethal effects of the essential oils, adult moths were exposed to the LC30 of each essential oil, and life table parameters and energy contents of the surviving P. interpunctella were studied. Exposure to sublethal concentration of A. khorassanica negatively affected the life table of P. interpunctella, and also the protein, lipid, and glycogen contents of the larvae that came from treated adults. Vitex pseudo-negundo also affected lipid, protein, and glycogen contents of P. interpunctella The intrinsic rate of increase (rm), finite rate of increase ([Formula: see text]), and doubling time (DT) were not significantly different between control and V. pseudo-negundo treatment. According with these results, both tested essential oils, especially one extracted from A. khorassanica, have potential applications for the integrated management of P. interpunctella.",retrieved
27565777,"Cumulative role of bioinoculants on growth, antioxidant potential and artemisinin content in Artemisia annua L. under organic field conditions.",World journal of microbiology & biotechnology,2016 Oct,terpene_essential_oil;sesquiterpene_lactone;biosynthesis_genes;antiparasitic,lactone,2,title_priority_only,"Artemisia annua L. is mostly known for a bioactive metabolite, artemisinin, an effective sesquiterpene lactone used against malaria without any reputed cases of resistance. In this experiment, bioinoculants viz., Streptomyces sp. MTN14, Bacillus megaterium MTN2RP and Trichoderma harzianum Thu were applied as growth promoting substances to exploit full genetic potential of crops in terms of growth, yield, nutrient uptake and particularly artemisinin content. Further, multi-use of the bioinoculants singly and in combinations for the enhancement of antioxidant potential and therapeutic value was also undertaken which to our knowledge has never been investigated in context with microbial application. The results demonstrated that a significant (P < 0.05) increase in growth, nutrient uptake, total phenolic, flavonoid, free radical scavenging activity, ferric reducing antioxidant power, reducing power and total antioxidant capacity were observed in the A. annua treated with a combination of bioinoculants in comparison to control. Most importantly, an increase in artemisinin content and yield by 34 and 72 % respectively in the treatment having all the three microbes was observed. These results were further authenticated by the PCA analysis which showed positive correlation between plant macronutrients and antioxidant content with plant growth and artemisinin yield of A. annua. The present study thus highlights a possible new application of compatible bioinoculants for enhancing the growth along with antioxidant and therapeutic value of A. annua.",retrieved
