pmid,title,decision,evidence_scope,decision_rationale
35655434,"Allele-aware chromosome-level genome assembly of Artemisia annua reveals the correlation between ADS expansion and artemisinin yield.",include_primary_synthesis,allele-aware A. annua genome and ADS copy-number/artemisinin relationship,"Primary chromosome-level comparative-genomics study links ADS copy number with artemisinin content across contrasting haplotypes and 36 samples; correlation is not proof of causal flux or cross-species equivalence."
30878087,"Comment on the paper \"Chemical analyses and anthelmintic effects of Artemisia campestris essential oil\".",include_commentary_context,methodological commentary on A. campestris essential-oil anthelmintic evidence,"Commentary is retained to audit interpretation of a focal helminth study; no abstract was available and no new quantitative result is extracted."
7162537,"The anthelmintic efficacy of Artemisia herba-alba against Haemonchus contortus infection in goats.",include_primary_synthesis,A. herba-alba powdered shoots in experimentally infected goats,"Primary older goat study reports marked clinical, fecal, and necropsy responses in most treated goats but incomplete suppression in two animals; chemistry and dose standardization are unresolved."
2255213,"Screening of Artemisia absinthium for antimalarial effects on Plasmodium berghei in mice: a preliminary report.",include_context_only,metadata-only historical wormwood malaria record,"No abstract was available; retained as a historical lead for full-text retrieval, not as quantitative evidence."
16701762,"Artemisinin in traditional tea preparations of Artemisia annua.",include_context_only,metadata-only tea chemistry record,"No abstract was available; retained as a historical lead for full-text retrieval, not as quantitative evidence."
14746350,"Thirteen-week repeated dose toxicity study of wormwood (Artemisia absinthium) extract in rats.",include_safety_context,repeated-dose wormwood toxicology,"Primary rat toxicology study reports no obvious treatment-related toxicity at tested concentrations and a study-specific NOAEL estimate; this does not define human safety or thujone risk for all preparations."
38761524,"In vivo antimalarial efficacy of Artemisia afra powder suspensions.",include_primary_synthesis,A. afra powder in rodent malaria and translation controversy,"Primary mouse study did not support the proposed artemisinin-independent prodrug hypothesis for A. afra, providing an important counterweight to in-vitro infusion findings; not human efficacy."
38148378,"Evaluation of the ovicidal activity and fasciolicidal activity of the extract of ethyl acetate from Artemisia ludoviciana Nutt. spp. mexicana and of artemisinin against adult parasites of Fasciola hepatica.",include_primary_synthesis,A. ludoviciana extract and artemisinin against Fasciola hepatica,"Primary fluke and egg assay adds a comparative Artemisia helminth phenotype; extract chemistry and direct artemisinin contribution require resolution."
38921806,"Understanding Artemisia cina Ethyl Acetate Extract's Anthelmintic Effect on Haemonchus contortus Eggs and L3 Larvae: The Synergism of Peruvin Binary Mixtures.",include_primary_synthesis,defined A. cina compound-mixture synergy against H. contortus,"Primary isolation and binary-mixture study provides a stronger constituent-to-phenotype bridge; synergy is concentration- and pair-specific and requires host-selectivity testing."
39754020,"The anthelmintic activity of the white wormwood (Artemisia herba Alba) against Haemonchus contortus in beef cattle.",include_primary_synthesis,A. herba-alba aqueous extract adult-worm assay,"Primary in-vitro cattle-worm assay reports concentration-dependent motility loss and mortality, including complete killing at one tested concentration; no in-vivo efficacy or terpene attribution."
41328231,"In vitro and in vivo anthelmintic activity of Artemisia absinthium against gastrointestinal nematodes of free-grazing goats from Ayacucho, Peru.",include_primary_synthesis,wormwood extract against goat gastrointestinal nematodes,"Primary recent goat study reports strong in-vitro larval effects but no significant fecal-egg-count reduction at the tested in-vivo dose; a key translation boundary."
37576776,"Artemisia vulgaris anthelmintic activities to ova and adult stages of Fasciola gigantica in vitro.",include_primary_synthesis,A. vulgaris extract against Fasciola gigantica eggs and adults,"Primary in-vitro fluke study reports concentration- and time-dependent ovicidal and flukicidal effects with morphology changes; active compounds and mechanism remain unresolved."
37193491,"Isolation of potent antileishmanial agents from Artemisia kermanensis Podlech using bioguided fractionation.",include_primary_synthesis,bioguided A. kermanensis fractionation against Leishmania major,"Primary structure-confirmed fractionation identifies flavonoid antileishmanial leads with low macrophage toxicity; the principal active compounds are not terpenes and require independent confirmation."
38434799,"Enhanced Antimalarial Activity of Extracts of Artemisia annua L. Achieved with Aqueous Solutions of Salicylate Salts and Ionic Liquids.",include_primary_synthesis,hydrotrope-assisted A. annua extraction and in-vitro malaria activity,"Primary extraction-method study reports artemisinin-rich extracts with higher P. falciparum activity than pure artemisinin in its tested system; solvent effects, matrix composition, and clinical translation remain unresolved."
31576412,"Artemisia annua L. and photoresponse: from artemisinin accumulation, volatile profile and anatomical modifications to gene expression.",include_primary_synthesis,light quality effects on trichomes volatile diversity and artemisinin pathway expression,"Primary controlled light-response study links blue/yellow light to anatomy, volatile diversity, ADS expression, and artemisinin accumulation; treatment-specific association is not a universal production rule."
42232768,"Characterization of high-artemisinin yielding Artemisia annua bioecotypes using gene-specific STS markers and HPLC for quality-oriented selection.",include_primary_synthesis,marker-assisted high-artemisinin bioecotype selection,"Primary marker/HPLC study supports within-species selection and links STS markers to artemisinin yield; causal alleles and cross-environment stability remain unproven."
42030805,"AaSPATULA synergistically coordinates glandular trichome initiation and vegetative growth to maximize whole-plant artemisinin yield in Artemisia annua.",include_primary_synthesis,trichome initiation and artemisinin-yield regulation,"Primary perturbation study links AaSPATULA to glandular trichome density, growth, and artemisinin accumulation; it does not establish parasite activity or universal transfer across genotypes."
40387081,"Exploring Chemical Variability in the Essential Oil of Artemisia absinthium L. in Relation to Different Phenological Stages and Geographical Location.",include_primary_synthesis,wormwood essential-oil geography and phenology,"Primary chemotype study resolves site- and stage-dependent volatile shifts; it does not identify stable species-wide markers or anthelmintic actives."
42197106,"Low-Thujone A. absinthium L. (Wormwood) Essential Oils and Extracts with Potential Antioxidative/Prooxidant Activity.",include_primary_synthesis,low-thujone wormwood chemistry and safety,"Primary analytical study documents a low-thujone oil dominated by trans-sabinyl acetate; one low-thujone lot cannot represent all wormwood products or establish human safety."
41358348,"Chemical variability for authenticated and commercial Artemisia absinthium L. essential oils with thujones on tephritid fruit flies: Mediterranean fruit fly Ceratitis capitata (Wiedemann) and Caribbean fruit fly Anastrepha suspensa (Loew).",include_primary_synthesis,authenticated versus commercial wormwood oils and thujone bioactivity,"Primary comparison shows commercial/authenticated chemotype variability and insect endpoints; insect toxicity is not a human safety or helminth-efficacy surrogate."
34763209,"Validating a sensitive LCMS method for the quantitation of artemisinin in Artemisia spp. including material used in retracted clinical trials.",include_primary_synthesis,artemisinin analytical validation and contamination control,"Validated LC-MS provides a quality-control anchor and detects likely cross-contamination; analyte detection alone does not establish identity, efficacy, or safety."
41150090,"Standardized Artemisia annua Exhibits Dual Antileishmanial Activity and Immunomodulatory Potential In Vitro.",include_primary_synthesis,standardized A. annua extract against Leishmania infantum,"Primary standardized-extract assay includes promastigote, amastigote, macrophage, and cytokine endpoints; activity remains mixture-level and requires in-vivo and constituent-resolved confirmation."
41471206,"Antiparasitic Activity of Silver Nanoparticles Synthesized from Artemisia cina Aqueous Extract Against Haemonchus contortus.",include_primary_synthesis,formulated A. cina nanoparticle activity against H. contortus,"Primary AgNP study reports larval mortality and oxidative-enzyme effects, but the formulated nanoparticle is not equivalent to native extract or terpene activity."
40427237,"The Beneficial Use of Artemisia annua, Artemisinin, and Other Compounds in Animal Health.",include_review_context,Artemisia and artemisinin in animal health,"Review context supports standardization and species-appropriate evidence requirements; it does not substitute for primary veterinary efficacy or terpene-specific studies."
40410819,"Effects of LEDs, macronutrients and culture conditions on biomass and artemisinin production using Artemisia annua L. suspension cultures.",include_primary_synthesis,culture conditions and artemisinin production,"Primary controlled-culture study supports process-development hypotheses linking light/nutrients to biomass and artemisinin; effects do not automatically predict field chemotypes."
35448756,"Phytochemical Analysis, Antioxidant Potential, and Cytotoxicity Evaluation of Traditionally Used Artemisia absinthium L. (Wormwood) Growing in the Central Region of Saudi Arabia.",include_primary_synthesis,regional wormwood volatile chemistry and cytotoxicity,"Primary Saudi oil study supplies a defined cis-davanone-rich chemotype and cell-assay safety context; it cannot establish species-wide safety or anthelmintic mechanism."
38500223,"TrichomeLess Regulator 3 is required for trichome initial and cuticle biosynthesis in Artemisia annua.",include_primary_synthesis,trichome and cuticle regulation,"Primary genetic/regulatory study connects TLR3 to trichome initiation, cuticle biosynthesis, and artemisinin-associated phenotypes; parasite relevance remains untested."
39189077,"AaMYC3 bridges the regulation of glandular trichome density and artemisinin biosynthesis in Artemisia annua.",include_primary_synthesis,AaMYC3 regulation of trichome density and artemisinin,"Primary transcription-factor perturbation links jasmonate-responsive AaMYC3 to trichome density and pathway genes; this is plant-side evidence, not direct parasite target evidence."
39598260,"Novel Differentially Expressed LncRNAs Regulate Artemisinin Biosynthesis in Artemisia annua.",include_primary_synthesis,lncRNA associations with artemisinin biosynthesis,"Primary transcriptomic study identifies differentially expressed lncRNAs associated with ADS/DXS/HMGS and high/low artemisinin material; direct regulation and evolutionary conservation remain unresolved."
41427242,"Recovery and Economic Aspects of Extraction Methods for Artemisinin and its Precursors from Artemisia annua L. Leaves.",include_review_context,artemisinin extraction recovery and standardization,"Review context compares solvent/process tradeoffs and supports product-level fingerprinting; extraction recovery is not equivalent to bioavailability, efficacy, or safety."
32932206,"Exogenous abscisic acid mediates ROS homeostasis and maintains glandular trichome to enhance artemisinin biosynthesis in Artemisia annua under copper toxicity.",include_primary_synthesis,ABA rescue of copper-stress effects on trichomes and artemisinin,"Primary stress/hormone study links ABA rescue to trichome and artemisinin changes under copper toxicity; treatment-specific effects do not establish a stable chemotype or parasite phenotype."
25870149,"TRICHOME AND ARTEMISININ REGULATOR 1 Is Required for Trichome Development and Artemisinin Biosynthesis in Artemisia annua.",include_primary_synthesis,TAR1 trichome and artemisinin regulation,"Primary perturbation and promoter-assay study links TAR1 to trichome morphology, cuticular wax, ADS/CYP71AV1, and artemisinin; cross-species function remains open."
24629804,"Effects of overexpression of AaWRKY1 on artemisinin biosynthesis in transgenic Artemisia annua plants.",include_primary_synthesis,AaWRKY1 regulation of CYP71AV1 and artemisinin,"Primary transgenic study provides a trichome-specific regulation anchor; construct and genetic background limit native or evolutionary inference."
24969234,"Cloning and characterization of AabHLH1, a bHLH transcription factor that positively regulates artemisinin biosynthesis in Artemisia annua.",include_primary_synthesis,AabHLH1 E-box promoter binding,"Primary promoter-binding and transactivation study supports plant-side regulation but not native flux or conserved cross-species function."
25040292,"Overexpression of artemisinic aldehyde Δ11 (13) reductase gene-enhanced artemisinin and its relative metabolite biosynthesis in transgenic Artemisia annua L.",include_primary_synthesis,DBR2 pathway engineering,"Primary transgenic chemistry study shows increased target and competing-branch metabolites; it is not a one-enzyme yield rule."
25366131,"Arbuscular mycorrhiza increase artemisinin accumulation in Artemisia annua by higher expression of key biosynthesis genes via enhanced jasmonic acid levels.",include_primary_synthesis,mycorrhiza and jasmonate regulation,"Primary plant-microbe study links colonization, JA, trichomes, and artemisinin; environmental context and causal transfer require replication."
29675029,"AaEIN3 Mediates the Downregulation of Artemisinin Biosynthesis by Ethylene Signaling Through Promoting Leaf Senescence in Artemisia annua.",include_primary_synthesis,ethylene and senescence regulation,"Primary perturbation study identifies AaEIN3 as a negative plant-side regulator; it does not establish evolutionary divergence or parasite potency."
31024586,"The SPB-Box Transcription Factor AaSPL2 Positively Regulates Artemisinin Biosynthesis in Artemisia annua L.",include_primary_synthesis,AaSPL2 and DBR2 promoter regulation,"Primary promoter and transgenic evidence supports AaSPL2 regulation; effect size is construct- and background-dependent."
31787989,"The Transcription Factor Aabzip9 Positively Regulates the Biosynthesis of Artemisinin in Artemisia annua.",include_primary_synthesis,AabZIP9 promoter binding and pathway regulation,"Primary transcription-factor study supports ADS-associated regulation; it does not establish conserved function or antiparasitic activity."
30851440,"Artemisinin Biosynthesis in Non-glandular Trichome Cells of Artemisia annua.",include_primary_synthesis,non-glandular tissue localization of artemisinin biosynthesis,"Primary LC-MS and imaging study revises the glandular-trichome-only model in inbred and glandless material; broader species transfer remains untested."
32625243,"Transcriptome analyses revealed the ultraviolet B irradiation and phytohormone gibberellins coordinately promoted the accumulation of artemisinin in Artemisia annua L.",include_primary_synthesis,UV-B and gibberellin response,"Primary transcriptome/metabolome study links combined treatment to artemisinin and candidate TF modules; co-expression is not direct regulation."
22803354,"[Relative expression of genes involved in artemisinin biosynthesis and artemisinin accumulation in different tissues of Artemisia annua].",include_primary_synthesis,tissue-specific artemisinin expression and content,"Primary tissue comparison supports leaf/flower contrasts and ADS association; bulk tissue is not secretory-cell flux."
17099845,"Earlier flowering induced by over-expression of CO gene does not accompany increase of artemisinin biosynthesis in Artemisia annua.",include_primary_synthesis,flowering-time perturbation and artemisinin,"Primary developmental perturbation separates flowering time from artemisinin accumulation; it is a useful negative regulatory control."
30154807,"Seasonal and Differential Sesquiterpene Accumulation in Artemisia annua Suggest Selection Based on Both Artemisinin and Dihydroartemisininic Acid may Increase Artemisinin in planta.",include_primary_synthesis,seasonal chemotypes and ART/DHAA selection,"Primary multi-germplasm field study supports preflowering and complementary chemotype selection hypotheses; it does not provide pooled species means."
30814896,"Assessment of Iranian endemic Artemisia khorassanica: karyological, genome size, and gene expressions involved in artemisinin production.",include_primary_synthesis,polyploidy and negative artemisinin comparator,"Primary population study found diploid and tetraploid A. khorassanica without detectable artemisinin and with DBR2 silencing in autotetraploids; pathway absence is not fully proven."
30389531,"Ovicidal and larvicidal activity of extracts from medicinal-plants against Haemonchus contortus",include_primary_synthesis,comparative wormwood extract activity against H. contortus eggs and larvae,"Primary multi-plant assay identifies methanolic A. absinthium as one of the strongest preparations and measures selected secondary metabolites; the abstract does not establish terpene causality or in-vivo efficacy."
36145497,"The Effects of Allium sativum L., Artemisia absinthium L., Cucurbita pepo L., Coriandrum sativum L., Satureja hortensis L. and Calendula officinalis L. on the Embryogenesis of Ascaris suum Eggs during an In Vitro Experimental Study",include_primary_synthesis,wormwood extract activity against Ascaris suum embryogenesis and larval development,"Primary concentration-series comparison reports strong A. absinthium activity and mixed metabolite classes including sesquiterpene lactones; active constituent and parasite target remain unresolved."
36432175,"Secondary Metabolites and Their Cytotoxic Activity of Artemisia nitrosa Weber. and Artemisia marschalliana Spreng",include_primary_synthesis,structure-confirmed sesquiterpene-lactone isolation from A. nitrosa,"Primary MS/NMR study characterized a new germacrane-type lactone and known sesquiterpenes; the reported macrophage/cytotoxic assays are non-parasitic and do not establish an antiparasitic lead."
38398555,"Sesquiterpene Lactones and Flavonoid from the Leaves of Basin Big Sagebrush (Artemisia tridentata subsp. tridentata): Isolation, Characterization and Biological Activities",include_primary_synthesis,structure-confirmed STL isolation from A. tridentata,"Primary leaf-fractionation study expands confirmed Artemisia STL chemistry; subspecies, tissue, and non-parasitic assay boundaries prevent transfer to wormwood or parasite efficacy."
36118318,"Sesquiterpene lactones from Artemisia vulgaris L. as potential NO inhibitors in LPS-induced RAW264.7 macrophage cells",include_primary_synthesis,germacranolide and guaianolide isolation from A. vulgaris,"Primary NMR/ECD/X-ray study isolated twelve new and ten known guaianolides with macrophage NO-inhibition data; this is structure and host-cell evidence, not antiparasitic activity."
37302761,"Sesquiterpene lactones from Artemisia verlotorum and their anti-inflammatory activities.",include_primary_synthesis,structural diversity of A. verlotorum sesquiterpene lactones,"Primary whole-plant isolation study characterized new and known lactones with stereochemical evidence and macrophage activity; structural novelty does not establish parasite activity or cross-species pathway conservation."
35689517,"Genome sequencing reveals chromosome fusion and extensive expansion of genes related to secondary metabolism in Artemisia argyi.",include_primary_synthesis,"A. argyi genome, ploidy, TPS expansion, and secondary metabolism","Primary chromosome-level genome study reports an 8.03-Gb allotetraploid assembly, 135 TPS genes, and tandem expansion; assembly and annotation differences require caution in cross-study copy-number comparisons."
28301522,"Quantification of santonin in eight species of Artemisia from Kazakhstan by means of HPLC-UV: Method development and validation.",include_primary_synthesis,"cross-species santonin quantitation and analytical validation","Primary validated HPLC study supports lot- and species-specific santonin measurement, including A. absinthium; it is not an efficacy study or pooled abundance estimate."
2213035,"ent-kauranoid diterpenes from Artemisia sacrorum.",include_primary_synthesis,"structure-confirmed A. sacrorum diterpenes","Primary isolation study expands C20 diterpene coverage; no antiparasitic endpoint or cross-species pathway conclusion is supported."
19085421,"A new triterpenoid saponin from Artemisia sphaerocephala.",include_primary_synthesis,"structure-confirmed A. sphaerocephala triterpenoid saponin","Primary whole-plant isolation study expands C30 chemical space; no parasite or biosynthetic-function endpoint is reported."
30585504,"Triterpenoids with α-glucosidase inhibitory activity from Artemisia argyi.",include_primary_synthesis,"A. argyi triterpene isolation and alpha-glucosidase assay","Primary isolation study confirms nordammarane and cycloartane triterpenoids; alpha-glucosidase inhibition is not antiparasitic evidence."
36108986,"Sesquiterpenoids and triterpenoids with anti-inflammatory effects from Artemisia vulgaris L.",include_primary_synthesis,"structure-confirmed A. vulgaris sesquiterpene/triterpene diversity","Primary spectroscopy and host-cell assay study broadens nonvolatile class coverage; inflammatory activity does not establish parasite activity or pathway homology."
35567476,"A haploid pseudo-chromosome genome assembly for a keystone sagebrush species of western North American rangelands.",include_primary_synthesis,"A. tridentata genome assembly and polyploidy context","Primary genome resource adds a third Artemisia evolutionary anchor; no terpene-family or parasite inference is made without common annotation and phenotype data."
38826031,"Utilizing a comparative approach to assess genome evolution during diploidization in Artemisia tridentata, a keystone species of western North America.",include_primary_synthesis,"comparative A. tridentata/A. annua genome evolution","Primary comparative study informs rearrangement, synteny, and diploidization context; it does not establish terpene-locus orthology or antiparasitic function."
42175621,"One-step, two-step: Whole-genome-duplication pathways in Artemisia tridentata and potential consequences for genome evolution.",include_primary_synthesis,"A. tridentata WGD pathways and cytotype evolution","Primary 2026 study supports ploidy-aware sampling and triploid-bridge hypotheses; it is not a terpene-pathway or parasite study."
24431547,"Antiparasitic efficacy of Artemisia absinthium, toltrazuril and amprolium against intestinal coccidiosis in goats.",include_primary_synthesis,"A. absinthium crude-extract coccidiosis comparison in naturally infected goats","Primary veterinary protozoan study provides a negative/limited translation control: the extract was less efficacious than standard drugs and did not resolve active chemistry."
27451252,"A new chemical tool for absinthe producers, quantification of α/β-thujone and the bitter components in Artemisia absinthium.",include_primary_synthesis,"phenology-linked quantitative thujone and bitter-compound chemistry","Primary analytical study directly supports harvest-stage and lot-specific wormwood chemistry; it does not establish parasite efficacy or safety."
28472675,"Toxic essential oils. Part V: Behaviour modulating and toxic properties of thujones and thujone-containing essential oils of Salvia officinalis L., Artemisia absinthium L., Thuja occidentalis L. and Tanacetum vulgare L.",include_primary_synthesis,"thujone-containing oil composition paired with animal and toxicity endpoints","Primary mixture-toxicology study shows that non-thujone constituents contribute to observed endpoints; it strengthens the preparation-specific safety boundary."
40733181,"Intraspecific Variability of Wormwood (Artemisia absinthium L.) Occurring in Poland in Respect of Developmental and Chemical Traits.",include_primary_synthesis,"11-population ex-situ wormwood chemotype and developmental comparison","Primary population-level chemistry study quantifies oil and nonvolatile variation and directly informs wormwood chemotype stratification; beginning-of-flowering and ex-situ conditions limit generalization."
26444350,"Selective nematocidal effects of essential oils from two cultivated Artemisia absinthium populations.",include_primary_synthesis,"thujone-free wormwood oils against Trichinella spiralis and Meloidogyne javanica","Primary population-specific oil assay includes ex vivo infectivity, in vivo adult-worm reduction, and mammalian-cell counterassay; selective activity does not identify the active terpene or transfer to thujone-rich chemotypes."
29491554,"Antimalarial activity of Artemisia nilagirica against Plasmodium falciparum.",include_primary_synthesis,"solvent-resolved A. nilagirica leaf extracts against P. falciparum","Primary antiplasmodial extract study reports solvent-dependent IC50 values; phytochemical attribution, host selectivity, and clinical translation remain unresolved."
23263328,"Chemical composition and larvicidal activity of essential oil of Artemisia gilvescens against Anopheles anthropophagus.",include_primary_synthesis,"Artemisia oil and defined major constituents against an Anopheles vector","Primary chemistry-plus-larvicidal study supports a vector-control phenotype and constituent prioritization; it is not parasite-stage or human-safety evidence."
11181083,"Purification and characterization of an enzyme involved in biochemical transformation of arteannuin B to artemisinin from Artemisia annua.",include_primary_synthesis,"arteannuin B to artemisinin biochemical conversion","Primary purified-enzyme assay supplies a step-level pathway anchor; historical protein characterization does not establish gene identity, native flux, or cross-species function."
10563881,"Influence of plant growth stage on the essential oil content and composition in Davana (Artemisia pallens wall.).",include_primary_synthesis,"developmental and seasonal variation in A. pallens essential oil","Primary two-season phenology study demonstrates harvest-stage effects on davanone and other volatiles; it does not establish antiparasitic activity."
11341733,"Genome size in 21 Artemisia L. species (Asteraceae, Anthemideae): systematic, evolutionary, and ecological implications.",include_context_only,"genus-wide genome-size and ploidy context","Primary comparative cytometry study supports ploidy-aware sampling and evolutionary covariates; genome size is not a terpene-gene count or chemistry measurement."
11772351,"The genetics of artemisinin content in Artemisia annua L. and the breeding of high yielding cultivars.",include_primary_synthesis,"within-species quantitative genetics of artemisinin content","Primary breeding study supports heritable variation and selection context; reported associations do not identify causal loci or guarantee yield across environments."
8463794,"Crystal structure of artemisinic acid: a possible biogenetic precursor of antimalarial artemisinin from Artemisia annua.",include_primary_synthesis,"artemisinic acid isolation and structure","Primary isolation and X-ray structure paper supplies a historical sesquiterpene precursor anchor; it does not prove complete in-planta biosynthetic flux or antiparasitic activity."
17260242,"Production of Artemisinin and Related Sesquiterpenes in Japanese Artemisia annua During a Vegetation Period.",include_primary_synthesis,"seasonal and positional artemisinin-related chemistry","Primary wild-derived accession study measures seasonal and positional variation in artemisinin and related sesquiterpenes; it is not a universal harvest or climate experiment."
19521701,"Salicylic acid activates artemisinin biosynthesis in Artemisia annua L.",include_primary_synthesis,"salicylic-acid elicitation and pathway regulation","Primary perturbation study links SA, ROS, pathway-gene responses, and artemisinin accumulation; field relevance and parasite-potency transfer remain unresolved."
23161198,"Trichome-specific expression of the amorpha-4,11-diene 12-hydroxylase (cyp71av1) gene, encoding a key enzyme of artemisinin biosynthesis in Artemisia annua, as reported by a promoter-GUS fusion.",include_primary_synthesis,"CYP71AV1 promoter and trichome localization","Primary promoter-reporter study supports tissue- and age-specific regulation and variety differences; reporter activity is not native flux or cross-species function."
27220407,"RNAi down-regulation of cinnamate-4-hydroxylase increases artemisinin biosynthesis in Artemisia annua.",include_primary_synthesis,"phenylpropanoid and salicylic-acid pathway cross-talk","Primary RNAi and feeding study supports pathway cross-talk and artemisinin modulation; pleiotropic stress effects and antiparasitic consequences were not tested."
29868094,"Detailed Phytochemical Analysis of High- and Low Artemisinin-Producing Chemotypes of Artemisia annua.",include_primary_synthesis,"high- versus low-artemisinin chemotype metabolomics","Primary NMR/metabolomics study resolves more than 80 compounds and DBR2-associated saturated versus unsaturated sesquiterpene profiles; chemotype contrast is not a parasite assay."
29982168,"Deciphering transcriptome profiles of tetraploid Artemisia annua plants with high artemisinin content.",include_primary_synthesis,"autotetraploid morphology transcriptome and artemisinin","Primary induced-polyploid comparison supports ploidy-associated transcript and metabolite shifts; genetic background, biomass tradeoffs, and causal genes require validation."
28378196,"Eco-friendly control of the poultry red mite, Dermanyssus gallinae (Dermanyssidae), using the α-thujone-rich essential oil of Artemisia sieberi (Asteraceae): toxic and repellent potential.",include_primary_synthesis,"thujone-rich Artemisia oil against an ectoparasite","Primary GC/GC-MS plus contact, fumigant, repellent, and residual assays support an ectoparasite-control phenotype; they do not establish wormwood vermifuge efficacy, poultry safety, or single-constituent causality."
31516509,"Sesquiterpene lactones from shoot culture of Artemisia aucheri with cytotoxicity against prostate and breast cancer cells.",include_primary_synthesis,"isolated eudesmanolide from Artemisia shoot culture","Primary isolation paper expands STL chemical coverage with artemin; cancer-cell cytotoxicity is not antiparasitic efficacy or a therapeutic-window estimate."
17243478,"Determination of artemisinin in Artemisia sieberi and anticoccidial effects of the plant extract in broiler chickens.",include_primary_synthesis,"A. sieberi artemisinin occurrence and species-specific Eimeria assay","Primary HPLC-linked veterinary study adds a season- and parasite-specific artemisinin/anticoccidial record; extract composition and host-safety boundaries prevent human or single-constituent inference."
11233109,"Acaricidal properties of Artemisia absinthium and Tanacetum vulgare (Asteraceae) essential oils obtained by three methods of extraction.",include_primary_synthesis,"extraction-method-dependent A. absinthium oil composition and acaricide potency","Primary three-method oil comparison directly supports preparation-aware wormwood chemistry; the candidate C15H24 sesquiterpene remains association-level and is not helminth or human evidence."
9748386,"Antimalarial principles from Artemisia indica.",include_primary_synthesis,"activity-guided A. indica non-terpene antimalarial isolation","Primary purified exiguaflavone study supplies a useful non-terpene malaria control and prevents forced attribution of Artemisia antimalarial activity to terpenes."
1303339,"[Studies on the antimalarial action of gelatin capsule of Artemisia annua].",include_context_only,"historical crude-preparation malaria report","PubMed-indexed historical preparation study is retained for context with limited modern metadata, no constituent attribution, and no current clinical inference."
31087059,"The cold-induced transcription factor bHLH112 promotes artemisinin biosynthesis indirectly via ERF1 in Artemisia annua.",include_primary_synthesis,"cold-induced bHLH112/ERF1 regulation of artemisinin biosynthesis","Primary transcription-factor perturbation study adds an environment-responsive regulatory node; indirect regulation and A. annua-specific function remain explicit."
33672342,"Chromatin Accessibility Is Associated with Artemisinin Biosynthesis Regulation in Artemisia annua.",include_primary_synthesis,"glandular-trichome versus leaf chromatin accessibility at artemisinin-pathway loci","Primary ATAC-seq study supports an epigenomic and tissue-compartment hypothesis; accessibility is associative and does not establish flux or parasite activity."
24459767,"Terpenes from Artemisia herba-alba.",include_primary_synthesis,"structure-confirmed monoterpene-dimer and sesquiterpene-lactone isolation from A. herba-alba","Primary NMR/HRMS isolation study fills class-balanced chemical coverage; no parasite endpoint or cross-species pathway inference is assigned."
40286231,"Green Extraction of Volatile Terpenes from Artemisia annua L.",include_primary_synthesis,"supercritical-CO2, hydrodistillation, and steam-distillation comparison of A. annua volatile chemistry","Primary controlled extraction study demonstrates process-dependent mono- and sesquiterpene profiles and is directly relevant to preparation-aware interpretation; no antiparasitic causality is assigned."
40565551,"Comparative Analysis of Plastomes of Artemisia and Insights into the Infra-Generic Phylogenetic Relationships Within the Genus.",include_context_only,"infra-generic Artemisia plastome phylogeny","Primary plastome comparison provides phylogenetic context for sampling but cannot substitute for nuclear gene trees or terpene-pathway orthology."
19070963,"Anthelmintic activity of extracts of Artemisia absinthium against ovine nematodes.",include_primary_synthesis,"A. absinthium crude aqueous and ethanolic extracts against ovine gastrointestinal nematodes","Primary in-vitro adult-worm motility and in-vivo sheep fecal-egg-count study directly supports the wormwood vermifuge evidence stream; extraction chemistry, active constituent, and human translation remain unresolved."
32013192,"Anthelmintic Activity of Wormwood (Artemisia absinthium L.) and Mallow (Malva sylvestris L.) against Haemonchus contortus in Sheep.",include_primary_synthesis,"dry wormwood dietary supplementation, aqueous egg-hatch assay, and lamb H. contortus trial","Primary study provides a positive in-vitro ovicidal signal but a nonsignificant group-level in-vivo lamb outcome; it is a key translation boundary and does not establish a terpene mechanism."
42572844,"Comparison of in vivo anthelmintic efficacy of Artemisia absinthium extract and albendazole in Awassi breed sheep with natural gastrointestinal nematode infection.",include_primary_synthesis,"recent crude ethanolic A. absinthium extract versus albendazole in naturally infected Awassi sheep","Primary contemporary veterinary FECRT and clinical-safety study; regional chemistry, small sample size, residue exposure, and lack of terpene attribution limit generalization."
29703587,"The Genome of Artemisia annua Provides Insight into the Evolution of Asteraceae Family and Artemisinin Biosynthesis.",include_primary_synthesis,"A. annua draft genome, terpene-biosynthesis gene expansion, and artemisinin regulatory network","Primary genome and transcriptome study directly anchors the evolutionary and pathway sections; the large gene count and predicted expansion require assembly- and annotation-aware comparison rather than direct copy-number inference."
36597358,"A chromosome-scale genome assembly of Artemisia argyi reveals unbiased subgenome evolution and key contributions of gene duplication to volatile terpenoid diversity.",include_primary_synthesis,"A. argyi chromosome-scale genome, recent WGD, TPS expansion, germacrene/borneol/camphor pathways, and ADS loss-of-function context","Primary comparative-genomics study directly informs the A. annua/A. argyi contrast; reported ADS deletion and TPS counts remain release-, ploidy-, and function-dependent until common reannotation and gene-tree reconciliation."
35313811,"Variation in terpenoids in leaves of Artemisia annua grown under different LED spectra resulting in diverse antimalarial activities against Plasmodium falciparum.",include_primary_synthesis,"controlled LED-induced chemotype shifts and matched P. falciparum NF54 activity","Primary environment-chemotype-parasite study; metabolite correlations do not identify a single causal terpene or establish clinical efficacy."
