source_id,record_ids,title,pmid,pmcid,source_url,taxa,parasites,priority,full_text_route,full_text_status,eligibility_focus,required_checks
scoparia-altitude-mosquito-2024,P104;P105,"Chemical Composition of Essential Oils from Natural Populations of Artemisia scoparia Collected at Different Altitudes: Antibacterial, Mosquito Repellent, and Larvicidal Effects",38542997,,https://pubmed.ncbi.nlm.nih.gov/38542997/,Artemisia scoparia,Aedes aegypti,P3_vector_or_ectoparasite,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,"vector or ectoparasite control: verify life stage, exposure route, mixture composition, non-target controls, and field relevance",identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
absinthium-ascaris-embryogenesis-2022,P058,"The Effects of Allium sativum L., Artemisia absinthium L., Cucurbita pepo L., Coriandrum sativum L., Satureja hortensis L. and Calendula officinalis L. on the Embryogenesis of Ascaris suum Eggs during an In Vitro Experimental Study",36145497,PMC9501052,https://pmc.ncbi.nlm.nih.gov/articles/PMC9501052/,Artemisia absinthium,Ascaris suum,P4_other_antiparasitic_context,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,context record: verify relevance to Artemisia terpene chemistry or antiparasitic translation before inclusion,identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
absinthium-extraction-acaricide-2001,P065,Acaricidal properties of Artemisia absinthium and Tanacetum vulgare (Asteraceae) essential oils obtained by three methods of extraction.,11233109,,https://pubmed.ncbi.nlm.nih.gov/11233109/,Artemisia absinthium,Tetranychus urticae,P4_other_antiparasitic_context,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,context record: verify relevance to Artemisia terpene chemistry or antiparasitic translation before inclusion,identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
absinthium-swine-parasites,P018,In vivo assessment of the antiparasitic effects of Allium sativum L. and Artemisia absinthium L. against gastrointestinal parasites in swine from low-input farms,38561770,PMC10983701,https://pmc.ncbi.nlm.nih.gov/articles/PMC10983701/,Artemisia absinthium,gastrointestinal parasites in swine,P4_other_antiparasitic_context,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,context record: verify relevance to Artemisia terpene chemistry or antiparasitic translation before inclusion,identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
afra-mosquito-biting-negative-2000,P117,"Ineffectiveness of essential oils from Artemisia afra (Asteraceae), Lantana angiolensis (Verbenaceae) and Syzygium hiullense (Myrtaceae) in inhibiting mosquito biting",11317598,,https://pubmed.ncbi.nlm.nih.gov/11317598/,Artemisia afra,mosquito vector,P4_other_antiparasitic_context,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,context record: verify relevance to Artemisia terpene chemistry or antiparasitic translation before inclusion,identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
annua-histomonas-negative-2012,P089,Antihistomonal effects of artemisinin and Artemisia annua extracts in vitro could not be confirmed by in vivo experiments in turkeys and chickens.,22978517,,https://pubmed.ncbi.nlm.nih.gov/22978517/,Artemisia annua and purified artemisinin,Histomonas meleagridis,P4_other_antiparasitic_context,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,context record: verify relevance to Artemisia terpene chemistry or antiparasitic translation before inclusion,identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
annua-oil-monoterpenoid-mite-2025,P081,Toxicity and Detoxification Enzyme Inhibition in the Two-Spotted Spider Mite (Tetranychus urticae Koch) by Artemisia annua L. Essential Oil and Its Major Monoterpenoids.,40870612,PMC12386818,https://pubmed.ncbi.nlm.nih.gov/40870612/,Artemisia annua,Tetranychus urticae,P4_other_antiparasitic_context,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,context record: verify relevance to Artemisia terpene chemistry or antiparasitic translation before inclusion,identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
argyi-essential-oil-insecticidal-2026,P108,"Comprehensive Analysis of Artemisia argyi H. Lév. & Vaniot Essential Oil: Chemical Composition, Antimicrobial Efficacy, Biofilm Disruption, and Insecticidal Potential",42369647,,https://pubmed.ncbi.nlm.nih.gov/42369647/,Artemisia argyi,Callosobruchus maculatus,P4_other_antiparasitic_context,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,context record: verify relevance to Artemisia terpene chemistry or antiparasitic translation before inclusion,identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
artemisia-five-species-anti-insect-2022,P102;P103,Chemical Diversity and Anti-Insect Activity Evaluation of Essential Oils Extracted from Five Artemisia Species,35807578,,https://pubmed.ncbi.nlm.nih.gov/35807578/,Artemisia ordosica; Artemisia tangutica,Liposcelis bostrychophila; Tribolium castaneum,P4_other_antiparasitic_context,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,context record: verify relevance to Artemisia terpene chemistry or antiparasitic translation before inclusion,identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
herba-alba-judaica-ascaridia-2026,P030,Anthelmintic effects of Artemisia herba-alba and Artemisia judaica extracts on Ascaridia galli in poultry,41679004,PMC12915038,https://pmc.ncbi.nlm.nih.gov/articles/PMC12915038/,Artemisia herba-alba; Artemisia judaica,Ascaridia galli,P4_other_antiparasitic_context,PMC full text/XML candidate,full text verified; quantitative eligibility unresolved,context record: verify relevance to Artemisia terpene chemistry or antiparasitic translation before inclusion,identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
sieberi-poultry-mite-2017,P063,"Eco-friendly control of the poultry red mite, Dermanyssus gallinae (Dermanyssidae), using the α-thujone-rich essential oil of Artemisia sieberi (Asteraceae): toxic and repellent potential.",28378196,,https://pubmed.ncbi.nlm.nih.gov/28378196/,Artemisia sieberi,Dermanyssus gallinae,P4_other_antiparasitic_context,PubMed abstract plus publisher/full-text lookup,not yet screened at full text,context record: verify relevance to Artemisia terpene chemistry or antiparasitic translation before inclusion,identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
vulgaris-gall-mite-2025,P106;P107,"Evaluation of Chemical Composition, Acaricidal, and Repellent Activities of Artemisia vulgaris L. (Asteraceae) Essential Oil Against Gall Mite Aceria pongamiae Keifer (Acarina: Eriophyidae)",40871480,,https://pubmed.ncbi.nlm.nih.gov/40871480/,Artemisia vulgaris,Aceria pongamiae,P4_other_antiparasitic_context,PubMed abstract plus publisher/full-text lookup,full text verified; quantitative eligibility unresolved,context record: verify relevance to Artemisia terpene chemistry or antiparasitic translation before inclusion,identity; preparation; analytical method; parasite stage; dose/exposure; comparator; host selectivity; constituent attribution; mechanism; translational boundary
